"Year","Newspaper","Art_form","Artist_origin","Artist_time","Format","Aesthetic","Commercial","Political"
"1960","ABC/EP","Literature","Domestic","Pre WW2","Live","No","No","No"
"1960","ABC/EP","Literature","Domestic","Present","Live","Yes","No","No"
"1960","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1960","ABC/EP","Classical music","Other","Historical","Live","Yes","No","No"
"1960","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1960","ABC/EP","Theatre","Domestic","Historical","Recording","Yes","No","Yes"
"1960","ABC/EP","Fine arts","Domestic","Historical","Recording","Yes","No","Yes"
"1960","ABC/EP","Fine arts","Domestic","Pre WW2","Live","Yes","No","No"
"1960","ABC/EP","Literature","Domestic","Pre WW2","Recording","Yes","No","No"
"1960","ABC/EP","Literature","Other","Historical","Recording","Yes","No","No"
"1960","ABC/EP","Other","Other","Present","Live","Yes","No","No"
"1960","ABC/EP","Other","Domestic","Present","Live","Yes","No","No"
"1960","ABC/EP","Fine arts","Other Europe","Present","Live","Yes","No","No"
"1960","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1960","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1960","ABC/EP","Classical music","Other","Historical","Live","Yes","No","No"
"1960","ABC/EP","Other","Domestic","Present","Recording","Yes","No","No"
"1960","ABC/EP","Theatre","Other Europe","Pre WW2","Live","Yes","No","No"
"1960","ABC/EP","Film","Domestic","Present","Live","No","Yes","No"
"1960","ABC/EP","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"1960","ABC/EP","Classical music","Other Europe","Historical","Live","No","No","No"
"1960","ABC/EP","Classical music","Other","Pre WW2","Live","No","No","No"
"1960","ABC/EP","Film","Other","Post WW2","Recording","Yes","No","No"
"1960","ABC/EP","Film","USA","Present","Recording","Yes","No","No"
"1960","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1960","ABC/EP","Film","Other","Present","Recording","Yes","No","No"
"1960","ABC/EP","Literature","Other","Pre WW2","Recording","Yes","No","No"
"1960","ABC/EP","Theatre","Domestic","Pre WW2","Live","Yes","No","No"
"1960","ABC/EP","Theatre","USA","Pre WW2","Live","Yes","No","No"
"1960","ABC/EP","Theatre","Other Europe","Present","Live","Yes","No","No"
"1960","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Live","No","Yes","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Popular music","Other","Present","Recording","Yes","No","No"
"1970","ABC/EP","Classical music","Other","Pre WW2","Live","Yes","No","No"
"1970","ABC/EP","Other","Other","Present","Live","No","No","No"
"1970","ABC/EP","Theatre","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Other Europe","Present","Live","Yes","No","Yes"
"1970","ABC/EP","Theatre","Other Europe","Historical","Live","Yes","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Film","Other","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Post WW2","Live","Yes","No","No"
"1970","ABC/EP","Fine arts","Other","Historical","Live","Yes","No","No"
"1970","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Historical","Live","Yes","No","No"
"1970","ABC/EP","Film","USA","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Present","Live","No","No","Yes"
"1970","ABC/EP","Classical music","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Other","Present","Live","No","No","No"
"1970","ABC/EP","Other","Other","Pre WW2","Live","No","No","No"
"1970","ABC/EP","TV","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Historical","Recording","Yes","No","Yes"
"1970","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"1970","ABC/EP","Literature","Domestic","Present","Live","Yes","Yes","No"
"1970","ABC/EP","Classical music","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Film","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Film","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Other Europe","Historical","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Other","Pre WW2","Live","No","No","No"
"1970","ABC/EP","Theatre","Domestic","Pre WW2","Live","Yes","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Live","No","Yes","No"
"1970","ABC/EP","Fine arts","Domestic","Present","Live","No","No","No"
"1970","ABC/EP","Other","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Other","Domestic","Pre WW2","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Film","Other Europe","Pre WW2","Recording","Yes","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Popular music","Domestic","Present","Live","No","Yes","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Other","Historical","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","No","Yes","No"
"1970","ABC/EP","Classical music","Other Europe","Historical","Live","Yes","No","No"
"1970","ABC/EP","Other","Domestic","Pre WW2","Live","Yes","No","No"
"1970","ABC/EP","Film","Other","Present","Recording","Yes","No","Yes"
"1970","ABC/EP","Film","Other","Present","Live","No","No","No"
"1970","ABC/EP","Film","Other","Present","Live","No","No","No"
"1970","ABC/EP","Popular music","Domestic","Present","Live","No","No","No"
"1970","ABC/EP","Popular music","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Other","Domestic","Pre WW2","Live","No","No","No"
"1970","ABC/EP","Fine arts","Domestic","Present","Live","No","No","No"
"1970","ABC/EP","Other","Domestic","Present","Live","No","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Film","USA","Post WW2","Recording","Yes","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Recording","No","No","No"
"1970","ABC/EP","Film","Other","Present","Recording","No","No","No"
"1970","ABC/EP","Film","Other","Present","Recording","No","No","No"
"1970","ABC/EP","Literature","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1970","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"1970","ABC/EP","Classical music","Other Europe","Historical","Live","No","No","No"
"1970","ABC/EP","Film","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Popular music","Other","Present","Live","No","No","No"
"1970","ABC/EP","Classical music","Other Europe","Present","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Domestic","Present","Live","No","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Popular music","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1970","ABC/EP","Literature","Other","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Other","Domestic","Pre WW2","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Other Europe","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Other Europe","Present","Live","Yes","No","No"
"1970","ABC/EP","Other","Other Europe","Present","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Domestic","Post WW2","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Other","Present","Live","No","No","No"
"1970","ABC/EP","Classical music","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Other","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","USA","Present","Live","Yes","No","No"
"1970","ABC/EP","Film","USA","Present","Recording","Yes","No","No"
"1970","ABC/EP","Theatre","Other","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Film","USA","Pre WW2","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Historical","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Other Europe","Historical","Live","No","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","USA","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Classical music","Other","Historical","Live","Yes","No","No"
"1970","ABC/EP","Classical music","Domestic","Present","Live","No","No","No"
"1970","ABC/EP","Theatre","USA","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","USA","Present","Live","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Domestic","Pre WW2","Recording","Yes","No","No"
"1970","ABC/EP","Literature","Other Europe","Pre WW2","Recording","No","No","Yes"
"1970","ABC/EP","Classical music","Domestic","Historical","Live","No","No","No"
"1970","ABC/EP","Popular music","Other","Present","Live","No","No","No"
"1970","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","ABC/EP","Theatre","Other","Present","Live","No","No","No"
"1970","ABC/EP","Theatre","Other Europe","Present","Live","Yes","No","No"
"1970","ABC/EP","Theatre","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","Yes","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Other Europe","Present","Recording","No","No","Yes"
"1980","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Historical","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Other","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Film","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Film","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Classical music","Other","Historical","Live","Yes","No","No"
"1980","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","Yes"
"1980","ABC/EP","Popular music","Other Europe","Present","Live","Yes","No","No"
"1980","ABC/EP","Film","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Classical music","Other","Present","Live","Yes","Yes","No"
"1980","ABC/EP","Other","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Classical music","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Other","Present","Recording","Yes","Yes","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1980","ABC/EP","Literature","Other","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","Yes"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Other Europe","Pre WW2","Live","Yes","No","No"
"1980","ABC/EP","Other","USA","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Other","Present","Live","No","No","No"
"1980","ABC/EP","Popular music","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Literature","Other Europe","Present","Live","No","No","No"
"1980","ABC/EP","Theatre","Other","Historical","Live","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Pre WW2","Live","No","No","No"
"1980","ABC/EP","Film","USA","Pre WW2","Recording","Yes","No","Yes"
"1980","ABC/EP","Classical music","Other Europe","Pre WW2","Live","No","Yes","No"
"1980","ABC/EP","Fine arts","USA","Present","Live","No","No","No"
"1980","ABC/EP","Fine arts","Other","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Other","Present","Live","No","No","Yes"
"1980","ABC/EP","Literature","USA","Present","Recording","Yes","No","No"
"1980","ABC/EP","Film","USA","Present","Recording","No","No","No"
"1980","ABC/EP","Literature","Domestic","Pre WW2","Recording","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1980","ABC/EP","Other","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Theatre","Other","Present","Live","No","No","Yes"
"1980","ABC/EP","Popular music","Other Europe","Present","Live","Yes","Yes","No"
"1980","ABC/EP","Film","Other","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","No","Yes","No"
"1980","ABC/EP","Fine arts","Other Europe","Historical","Live","No","No","No"
"1980","ABC/EP","Literature","USA","Present","Recording","No","No","Yes"
"1980","ABC/EP","Theatre","Domestic","Pre WW2","Live","No","No","No"
"1980","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","USA","Present","Live","No","Yes","Yes"
"1980","ABC/EP","Film","USA","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Fine arts","Domestic","Pre WW2","Live","No","No","No"
"1980","ABC/EP","Classical music","Other","Present","Live","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Pre WW2","Recording","No","No","Yes"
"1980","ABC/EP","Film","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","Yes","No"
"1980","ABC/EP","Theatre","Other","Present","Live","No","No","No"
"1980","ABC/EP","Theatre","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Theatre","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Other","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Literature","USA","Present","Recording","No","Yes","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Other","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1980","ABC/EP","Other","Other Europe","Post WW2","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Theatre","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Popular music","Other","Present","Live","No","No","No"
"1980","ABC/EP","TV","Domestic","Present","Recording","No","Yes","Yes"
"1980","ABC/EP","TV","Domestic","Present","Recording","No","Yes","Yes"
"1980","ABC/EP","Film","Other Europe","Present","Live","Yes","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Literature","Other","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Literature","USA","Pre WW2","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Other Europe","Historical","Recording","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","No","Yes","No"
"1980","ABC/EP","Literature","Other","Present","Recording","No","Yes","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","Yes","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","Yes"
"1980","ABC/EP","Fine arts","Other","Present","Live","No","No","No"
"1980","ABC/EP","Theatre","Domestic","Pre WW2","Live","Yes","No","Yes"
"1980","ABC/EP","Popular music","Other Europe","Present","Live","Yes","Yes","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Fine arts","Domestic","Present","Recording","No","No","Yes"
"1980","ABC/EP","Theatre","Domestic","Pre WW2","Live","Yes","No","Yes"
"1980","ABC/EP","Theatre","Other Europe","Historical","Live","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Historical","Live","Yes","Yes","No"
"1980","ABC/EP","Classical music","Other","Pre WW2","Live","No","No","No"
"1980","ABC/EP","Classical music","Other","Pre WW2","Live","No","No","No"
"1980","ABC/EP","Film","Domestic","Present","Recording","Yes","No","Yes"
"1980","ABC/EP","Film","Other","Present","Live","No","No","No"
"1980","ABC/EP","Film","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Film","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","No","No","Yes"
"1980","ABC/EP","Popular music","Domestic","Historical","Recording","No","Yes","No"
"1980","ABC/EP","Classical music","Other","Present","Live","No","Yes","No"
"1980","ABC/EP","Classical music","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Classical music","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Historical","Live","No","No","No"
"1980","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Literature","Domestic","Historical","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Live","No","No","Yes"
"1980","ABC/EP","Other","Other Europe","Present","Recording","No","Yes","Yes"
"1980","ABC/EP","Popular music","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Film","Other","Post WW2","Live","No","No","No"
"1980","ABC/EP","Film","USA","Present","Live","No","No","No"
"1980","ABC/EP","Popular music","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","Yes","Yes"
"1980","ABC/EP","Literature","Domestic","Present","Recording","No","Yes","No"
"1980","ABC/EP","Popular music","Other Europe","Post WW2","Live","Yes","No","No"
"1980","ABC/EP","Popular music","Other Europe","Post WW2","Live","No","No","Yes"
"1980","ABC/EP","Popular music","Other Europe","Post WW2","Live","No","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","USA","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","No","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1980","ABC/EP","Fine arts","Other Europe","Present","Live","No","No","No"
"1980","ABC/EP","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Historical","Live","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"1980","ABC/EP","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","Domestic","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","Domestic","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","Other","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","Other Europe","Present","Recording","Yes","No","No"
"1980","ABC/EP","Popular music","Other Europe","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Live","No","Yes","No"
"1990","ABC/EP","Film","Domestic","Present","Recording","No","Yes","Yes"
"1990","ABC/EP","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"1990","ABC/EP","Literature","Other Europe","Historical","Recording","Yes","Yes","No"
"1990","ABC/EP","Literature","Other Europe","Historical","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other","Present","Recording","No","No","No"
"1990","ABC/EP","Literature","USA","Post WW2","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other","Post WW2","Recording","No","No","Yes"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other Europe","Present","Recording","No","No","Yes"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1990","ABC/EP","Literature","Other Europe","Pre WW2","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other Europe","Pre WW2","Recording","No","No","No"
"1990","ABC/EP","Literature","USA","Post WW2","Recording","No","No","No"
"1990","ABC/EP","Literature","Other Europe","Post WW2","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other","Pre WW2","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other Europe","Present","Recording","No","No","No"
"1990","ABC/EP","Literature","USA","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other Europe","Pre WW2","Recording","No","No","No"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","Yes","No","Yes"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","No","No","No"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"1990","ABC/EP","Literature","Domestic","Post WW2","Recording","Yes","No","No"
"1990","ABC/EP","TV","USA","Present","Recording","No","No","Yes"
"1990","ABC/EP","Film","USA","Present","Recording","No","No","Yes"
"1990","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1990","ABC/EP","Film","USA","Present","Recording","No","No","No"
"1990","ABC/EP","Classical music","Other Europe","Present","Live","Yes","No","No"
"1990","ABC/EP","Popular music","Domestic","Present","Live","No","No","No"
"1990","ABC/EP","Popular music","Other","Pre WW2","Recording","Yes","No","No"
"1990","ABC/EP","Popular music","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Other","Other Europe","Present","Live","No","No","No"
"1990","ABC/EP","Other","Other Europe","Present","Live","No","Yes","No"
"1990","ABC/EP","Theatre","USA","Post WW2","Live","Yes","No","Yes"
"1990","ABC/EP","Classical music","Other","Historical","Live","No","Yes","No"
"1990","ABC/EP","Film","USA","Present","Recording","Yes","No","Yes"
"1990","ABC/EP","Film","USA","Present","Recording","No","No","No"
"1990","ABC/EP","Popular music","USA","Present","Live","No","No","No"
"1990","ABC/EP","Classical music","Other Europe","Historical","Live","Yes","No","No"
"1990","ABC/EP","TV","USA","Present","Recording","No","No","No"
"1990","ABC/EP","TV","Other","Present","Recording","No","No","Yes"
"1990","ABC/EP","Fine arts","Domestic","Historical","Recording","No","Yes","No"
"1990","ABC/EP","TV","Domestic","Present","Recording","No","No","No"
"1990","ABC/EP","Fine arts","USA","Post WW2","Live","Yes","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","No","No","Yes"
"1990","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1990","ABC/EP","Literature","Other Europe","Post WW2","Recording","No","No","Yes"
"1990","ABC/EP","Film","USA","Post WW2","Recording","No","No","No"
"1990","ABC/EP","TV","USA","Present","Recording","No","Yes","No"
"1990","ABC/EP","Other","USA","Present","Live","No","No","Yes"
"1990","ABC/EP","Other","Domestic","Present","Live","Yes","No","No"
"1990","ABC/EP","Other","Other Europe","Present","Live","No","No","No"
"1990","ABC/EP","Fine arts","Domestic","Pre WW2","Live","Yes","No","No"
"1990","ABC/EP","Fine arts","Other Europe","Present","Live","Yes","No","No"
"1990","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1990","ABC/EP","Fine arts","Other Europe","Present","Live","Yes","No","No"
"1990","ABC/EP","Fine arts","Domestic","Present","Live","Yes","No","No"
"1990","ABC/EP","Fine arts","Other Europe","Post WW2","Live","Yes","Yes","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","No","No","No"
"1990","ABC/EP","Literature","Domestic","Present","Recording","Yes","No","No"
"1990","ABC/EP","Literature","Other Europe","Present","Recording","No","No","Yes"
"1990","ABC/EP","Theatre","Domestic","Present","Live","Yes","No","No"
"1990","ABC/EP","Theatre","Other Europe","Historical","Live","No","No","Yes"
"1990","ABC/EP","TV","Domestic","Present","Recording","No","No","No"
"1990","ABC/EP","Film","USA","Present","Recording","No","No","No"
"1990","ABC/EP","Fine arts","Other Europe","Pre WW2","Live","No","No","Yes"
"1990","ABC/EP","Fine arts","Other Europe","Pre WW2","Live","No","Yes","No"
"1990","ABC/EP","Literature","Other Europe","Present","Recording","No","No","Yes"
"1990","ABC/EP","Film","Other","Present","Recording","No","Yes","No"
"1990","ABC/EP","Classical music","Other","Historical","Live","Yes","No","No"
"1990","ABC/EP","Theatre","Other","Pre WW2","Live","Yes","No","No"
"1990","ABC/EP","Film","Other Europe","Present","Recording","Yes","No","No"
"1990","ABC/EP","Film","USA","Post WW2","Recording","Yes","No","No"
"1990","ABC/EP","Film","Domestic","Present","Recording","No","Yes","No"
"1990","ABC/EP","Literature","USA","Present","Live","No","Yes","No"
"1990","ABC/EP","Literature","Other","Present","Recording","No","No","Yes"
"1990","ABC/EP","Classical music","Domestic","Present","Live","No","No","No"
"1990","ABC/EP","Popular music","Domestic","Present","Recording","No","No","No"
"1990","ABC/EP","Other","Other Europe","Present","Live","Yes","No","No"
